bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
6122,Team-oriented fresh-thinking encoding,Sonya Malone,48,0-619-96127-9,978-1-81451-534-8,the,397,70230,328,2021-06-07,"Ramirez, Campbell and Price"
6123,Profit-focused system-worthy artificial intelligence,Isaiah Rodriguez,64,1-86775-474-6,978-1-61714-220-8,om,66,80518,83,2020-05-28,Zuniga-Gallagher
6124,Upgradable demand-driven paradigm,Nicholas Sutton,35,1-57938-940-6,978-0-7810-6693-8,aa,910,44057,968,2020-06-03,White and Sons
6125,Advanced 24/7 focus group,Christine Sweeney,89,0-7133-5918-8,978-1-993082-44-0,fil,645,36703,376,2021-06-30,Jones-Johnson
6126,Public-key incremental info-mediaries,Karen Nelson,30,1-264-73436-0,978-0-362-75323-3,xh,282,96963,28,2021-08-17,"Atkinson, Blackwell and Calderon"
6127,Diverse 4thgeneration projection,Shannon Quinn,94,1-211-47288-4,978-0-329-14757-0,uk,282,47500,732,2022-04-22,"Davila, Lopez and Schultz"
6128,Synergistic intermediate focus group,Kaitlyn Wheeler,90,0-407-91179-0,978-0-338-88641-5,bs,658,30011,335,2020-07-10,"Hamilton, Hansen and Hickman"
6129,Stand-alone explicit function,Chad Blankenship,4,1-262-61499-6,978-0-925778-43-7,ko,854,4942,453,2022-06-03,"Beasley, Johnson and Myers"
6130,Mandatory 24/7 portal,Patricia Rodriguez,13,0-07-171470-7,978-0-255-81747-9,sa,579,29421,148,2023-01-14,Walters-Ritter
6131,Reactive regional solution,Valerie Willis,87,1-4008-8453-5,978-1-59845-437-6,ky,359,43206,127,2022-05-22,Potter PLC
6132,Reverse-engineered high-level infrastructure,James Simpson,72,1-07-728673-2,978-0-597-91051-7,ve,105,49696,527,2020-09-06,"Cabrera, Martinez and Leonard"
6133,Innovative systemic infrastructure,Amber Moore,97,0-05-192786-1,978-0-87075-537-8,tn,882,43010,892,2021-07-15,"Zavala, Nichols and Garner"
6134,Organized logistical definition,Randy Reynolds,22,1-122-17489-6,978-0-7896-1828-3,ml,942,46674,965,2021-12-01,"Christian, Chapman and Reeves"
6135,Self-enabling radical software,Samuel Trevino,42,0-678-31618-X,978-1-284-39237-1,ast,381,47947,701,2021-12-19,Reyes-Williams
6136,Universal discrete analyzer,Julie Ramirez,41,1-4894-3825-4,978-1-165-04417-7,mt,994,14820,918,2021-04-22,"Morris, Brown and Nguyen"
6137,Reverse-engineered value-added attitude,Matthew Blevins,64,1-877675-62-8,978-0-518-30951-2,ko,138,80155,730,2021-01-10,Martinez-Becker
6138,Fundamental next generation moratorium,Charlene Jacobs,86,1-02-868853-9,978-0-7527-3353-1,cy,392,14349,368,2021-01-04,"Hodges, Price and Thomas"
6139,Team-oriented empowering benchmark,Lauren Tapia,78,0-03-352386-X,978-0-546-87669-7,gv,95,83827,462,2021-08-01,Young-Griffin
6140,Fully-configurable attitude-oriented time-frame,Joseph Perkins,69,1-896727-16-6,978-1-60198-744-0,hr,751,12927,747,2022-11-08,Nolan-Nguyen
6141,Multi-lateral multimedia archive,Mary Johnston,94,0-85439-479-6,978-1-127-28816-8,tig,271,82773,740,2021-08-28,"Osborn, Owens and Owens"
6142,Operative grid-enabled portal,Michael Gardner,70,1-04-431187-8,978-0-7971-0053-4,byn,561,62010,799,2021-12-16,"Payne, Cruz and Dunn"
6143,Enhanced 3rdgeneration portal,James Murray,95,1-72936-871-9,978-1-200-83265-3,ca,888,11529,111,2021-03-01,Sullivan-Gibbs
6144,Object-based solution-oriented benchmark,Troy Levy,29,1-68115-379-3,978-1-77618-637-2,os,755,91014,340,2022-02-11,"Allen, Hill and Thomas"
6145,Extended clear-thinking pricing structure,Chris Jones,77,0-88241-296-5,978-0-01-786215-0,kok,34,58141,228,2021-08-14,"Hill, Green and Henry"
6146,Digitized multimedia portal,Eric Cherry,99,0-396-41181-9,978-1-4059-0938-9,sk,825,56284,929,2022-02-23,"Steele, Ramirez and Carpenter"
6147,Vision-oriented real-time orchestration,William Johnson,13,0-8153-8672-9,978-1-996418-93-2,mt,456,21409,912,2022-12-29,Graham Inc
6148,Team-oriented bandwidth-monitored implementation,George Morgan,70,0-04-544082-4,978-0-570-49859-9,ckb,435,54347,336,2021-02-14,Hayes Inc
6149,Streamlined upward-trending info-mediaries,Jamie Gallagher,80,0-19-685813-5,978-0-376-11984-1,crh,190,8524,89,2021-11-07,Brown Group
6150,Sharable explicit focus group,Jeffrey Nelson DDS,50,1-9759-1732-4,978-1-381-49655-2,quz,295,53150,728,2020-02-27,"Frey, Davis and Kim"
6151,Implemented uniform complexity,Jimmy Mann,51,1-118-35584-9,978-0-254-01771-9,ta,719,39602,270,2020-12-24,"Conner, Davis and Bennett"
6152,Mandatory static paradigm,Tonya Burnett,88,0-502-17907-4,978-0-319-64106-4,km,785,49247,783,2022-04-01,Wallace-Mullins
6153,User-centric value-added Graphic Interface,Melinda Schwartz,59,0-916531-93-7,978-1-68949-973-6,rw,754,67436,254,2022-01-06,"Anderson, Barton and Kim"
6154,Re-engineered user-facing archive,Sarah Hill,2,0-654-75056-4,978-0-378-24171-7,az,638,13861,708,2022-10-12,Coleman Inc
6155,Exclusive multi-tasking archive,Angela Gonzales,34,0-02-600397-X,978-1-160-93441-1,yi,111,62435,579,2022-10-09,Ross Group
6156,Synchronized needs-based synergy,Brittany Navarro,4,1-130-56936-5,978-1-140-54278-0,lij,308,52739,299,2022-09-21,Phillips-Oliver
6157,User-centric multi-state workforce,Joann Jimenez,93,1-294-02051-X,978-0-7101-5774-4,fa,49,20799,139,2020-11-06,Kim and Sons
6158,Team-oriented asymmetric methodology,Robert Livingston,23,1-09-356383-4,978-0-8494-7126-1,iu,831,17893,660,2021-10-08,Smith-Miller
6159,Optimized optimizing budgetary management,Jeffrey Kline,17,0-2288-2250-5,978-1-961682-87-0,mg,486,65297,362,2022-04-17,Fisher LLC
6160,Decentralized transitional synergy,Melissa Parks,25,1-183-56884-3,978-0-13-620890-7,ia,884,11557,660,2020-05-31,Barrett Inc
6161,Mandatory bandwidth-monitored matrix,Tanya Martinez,52,0-334-16132-0,978-0-16-944662-8,bn,545,28250,182,2020-12-31,Jones-Lewis
6162,Synergistic content-based utilization,Alyssa Harris,30,0-321-73915-9,978-1-4947-3708-5,hy,575,82650,16,2022-04-23,Daniel Ltd
6163,Persistent impactful monitoring,Patrick Alvarado,77,1-77222-489-8,978-1-59591-664-8,wa,405,8346,387,2020-03-07,Powers-Daniel
6164,Exclusive dynamic superstructure,Amber Sanchez,97,1-339-54766-X,978-0-7306-9957-6,ht,903,25429,483,2020-01-18,Meyer and Sons
6165,Optional well-modulated parallelism,Lisa Bell,88,0-515-71156-X,978-1-4599-6564-5,ne,530,70937,14,2021-10-20,Patel Group
6166,Exclusive context-sensitive projection,Richard Acevedo,48,0-273-49849-5,978-1-322-33065-5,tn,279,63738,939,2022-01-27,"Ward, Scott and Brooks"
6167,Proactive homogeneous protocol,David Edwards,29,0-368-96656-9,978-0-425-55750-1,dv,679,46170,312,2020-05-15,"Gomez, Hogan and Brown"
6168,Compatible client-driven challenge,Christopher West,38,0-389-20883-3,978-1-111-75239-2,sq,101,53885,153,2022-02-27,"Price, Klein and Yang"
6169,Customizable mission-critical capacity,Brittany Thomas,61,0-438-29936-1,978-1-75124-823-1,ne,263,18006,108,2020-06-09,Palmer-Nichols
6170,Public-key leadingedge info-mediaries,Brittany Keith,86,1-57725-049-4,978-0-87299-398-3,kk,308,35728,425,2022-03-03,Lane-Parker
6171,Team-oriented interactive leverage,Andrew Anderson,17,1-58865-506-7,978-0-18-291509-5,se,544,78128,780,2022-05-21,Johnson-Watson
6172,Stand-alone optimal strategy,Alexander Morgan,94,1-4304-4958-6,978-1-878683-62-5,hsb,716,77332,679,2022-10-10,"French, Smith and Schmidt"
6173,Right-sized asynchronous emulation,Jason Evans,25,0-226-61630-4,978-0-8002-0969-8,tig,620,26343,742,2021-03-10,"Williams, Young and King"
6174,Balanced next generation intranet,Jeffery Duncan,56,0-01-499645-6,978-0-88144-854-2,cs,102,10115,347,2021-04-18,Lewis-Chavez
6175,Polarized hybrid open architecture,Alexandra Dyer,84,0-520-51004-6,978-0-00-051006-8,so,752,57106,656,2020-11-25,"Parks, Kelly and Robertson"
6176,Proactive radical groupware,Tracie Garcia,73,0-930821-02-5,978-0-335-55541-3,es,48,462,461,2020-11-27,Lambert Ltd
6177,Function-based multi-tasking knowledge user,Daniel Myers,44,1-4635-1288-0,978-0-323-04557-5,cy,581,86086,245,2022-05-19,Hunt Ltd
6178,Integrated non-volatile attitude,Alan King IV,3,1-76602-628-1,978-1-58675-708-3,byn,129,55497,589,2022-03-25,Richards and Sons
6179,Programmable national system engine,James Dean,32,0-09-944095-4,978-1-353-66924-3,st,13,55804,967,2022-03-29,"Kelly, Price and Allen"
6180,Seamless heuristic instruction set,Scott Williams,89,1-251-91284-2,978-1-4414-0707-8,cs,536,18816,597,2021-07-24,Harper-Esparza
6181,User-centric leadingedge firmware,Joseph Smith,56,1-5133-3858-7,978-0-8079-8147-4,gu,732,43443,326,2020-04-09,"Ramirez, Moss and Mcgrath"
6182,Proactive transitional interface,Joseph Jordan,86,0-18-294358-5,978-0-417-23655-1,sk,115,56982,79,2021-10-11,"Hamilton, Tucker and Anderson"
6183,Enterprise-wide scalable open system,Christopher Eaton,60,1-69406-062-4,978-0-8377-6626-3,se,128,65136,287,2023-01-12,Cummings-Walton
6184,Universal bottom-line groupware,Joseph Christian,26,0-8370-1375-5,978-0-04-411685-1,km,395,6421,202,2022-08-04,York PLC
6185,Inverse secondary framework,Olivia Campbell,95,0-18-012534-6,978-1-4995-4353-7,wa,588,79235,50,2021-09-11,Hanson Group
6186,Vision-oriented fault-tolerant budgetary management,Peter Fields,94,0-08-206655-8,978-0-16-612014-9,ht,196,34923,850,2021-03-19,Charles LLC
6187,Multi-layered user-facing solution,Edwin Gallagher,60,0-12-637590-9,978-0-331-92247-9,ms,967,55323,361,2020-12-13,Howard-Richmond
6188,Synergized actuating conglomeration,Tammy Hernandez,88,1-76162-617-5,978-0-7060-6684-5,mhr,708,93085,806,2020-09-04,Johnson LLC
6189,Upgradable 24hour utilization,David Cannon,32,0-13-128926-8,978-1-198-19454-2,an,42,71517,451,2021-12-23,King LLC
6190,Focused optimal secured line,Derrick Howell,39,1-919474-37-4,978-0-498-77317-4,mni,61,22734,611,2022-05-17,Mack and Sons
6191,Quality-focused multi-tasking function,Jessica Mills,26,1-4666-1191-X,978-1-77971-410-7,sq,132,4887,86,2021-09-03,Anderson-Sanchez
6192,Seamless well-modulated ability,Matthew Robinson,61,0-625-99030-7,978-0-85990-899-3,sc,222,9233,886,2021-04-30,Keller-Johnston
6193,Monitored clear-thinking array,Randall Cook Jr.,23,0-603-02241-3,978-1-242-85618-1,nds,341,79428,669,2023-01-06,Smith Ltd
6194,Intuitive dedicated hardware,Brian Roy,50,0-05-496027-4,978-0-364-41523-8,bho,788,380,376,2021-09-09,Horton-Tucker
6195,Fundamental methodical frame,Alexandra Little,57,1-940126-41-X,978-1-5009-1513-1,as,233,42342,30,2020-01-27,Johnson-Espinoza
6196,Re-contextualized methodical help-desk,Amanda Fields,76,1-870142-83-7,978-0-694-18031-8,pap,19,12138,22,2021-07-12,Burton-Thompson
6197,Face-to-face discrete moratorium,Eric Williams,83,1-175-48791-0,978-1-150-40766-6,ms,182,26427,484,2020-03-02,"Myers, Foster and Daugherty"
6198,Upgradable 4thgeneration service-desk,Barbara Cantrell,88,0-246-89603-5,978-1-355-93497-4,ky,537,25868,105,2020-10-04,Haas and Sons
6199,Extended 4thgeneration info-mediaries,Jennifer Miller,16,1-5294-9551-2,978-0-577-06764-4,ig,836,2253,1,2023-01-26,"Huff, Jones and Miles"
6200,Focused bifurcated projection,Andrew Sanders,80,1-4285-0694-2,978-0-405-92668-6,bho,415,7464,448,2021-08-11,"Lozano, Shannon and Holloway"
6201,Assimilated systemic ability,Hector Vasquez,2,1-942256-35-3,978-0-585-83608-9,hy,312,83335,722,2021-10-25,Smith Inc
6202,Persistent 5thgeneration budgetary management,Brett Pratt,43,0-625-54055-7,978-0-8454-2194-9,hu,732,34298,843,2020-06-22,"Bryant, Doyle and Williams"
6203,Streamlined leadingedge moratorium,Gerald Sutton,66,1-5388-2113-3,978-0-9579764-2-9,gd,460,2536,489,2020-12-14,Miller-Williams
6204,Up-sized tertiary policy,Allison Jones,70,1-65941-611-6,978-0-205-85243-7,mi,105,97000,579,2022-01-27,Johnson Inc
6205,Profit-focused value-added portal,Marilyn Cook,47,0-271-58574-9,978-0-606-79294-3,ve,526,80288,840,2022-07-01,Ford PLC
6206,Face-to-face tangible open architecture,Christopher Smith,75,0-361-73802-1,978-0-429-61145-2,doi,217,48054,207,2021-06-16,"Aguilar, Valdez and Brooks"
6207,Implemented homogeneous groupware,Jonathan Richardson,49,1-134-93417-3,978-1-4886-5612-5,te,903,11833,945,2021-06-16,Franco-Lee
6208,Stand-alone background frame,Matthew Ramirez,25,1-277-43346-1,978-1-4856-0991-9,ta,149,77821,264,2021-03-12,"Gilbert, Ballard and Horn"
6209,Automated incremental standardization,Becky Perez,25,0-02-325766-0,978-0-670-24770-7,lo,373,96870,803,2020-11-04,Smith-Sanford
6210,Front-line regional conglomeration,Kristy Miles,50,1-347-72795-7,978-0-494-85515-7,ml,519,26688,452,2020-06-23,"Stevens, Lang and Bowman"
6211,Operative stable challenge,Clarence Schmidt,37,0-00-816363-4,978-1-4122-3862-5,tt,719,45438,323,2021-10-01,Morales Inc
6212,Extended eco-centric time-frame,Frank Hall,45,0-286-17346-8,978-1-59641-001-5,pt,959,11146,873,2020-12-17,Gordon-Cummings
6213,Reverse-engineered composite artificial intelligence,Judith Mcgee DVM,7,0-8068-1909-X,978-1-69651-382-1,yue,822,29656,105,2021-08-11,Wheeler-Newman
6214,Intuitive well-modulated neural-net,Kimberly Swanson,24,1-79039-431-7,978-0-212-36978-2,mhr,87,86651,832,2020-11-10,Smith LLC
6215,Reverse-engineered foreground budgetary management,Alicia Meyer,11,0-938859-13-7,978-0-545-00567-8,ts,994,42622,340,2020-08-20,"King, Gutierrez and Bennett"
6216,Horizontal upward-trending parallelism,Hunter Smith,12,1-65558-055-8,978-1-5498-3656-5,ko,214,11049,56,2020-04-27,Rivera Ltd
6217,Optimized real-time archive,Shelby Carter,58,1-83758-571-7,978-1-9850-6084-5,ckb,993,14735,91,2020-02-29,Mills and Sons
6218,Assimilated web-enabled interface,Kelli Griffith,9,1-935240-23-4,978-0-89639-466-7,mi,684,58731,886,2022-08-05,"Smith, Salazar and Douglas"
6219,Multi-tiered cohesive product,Michael Ortiz,65,1-86664-064-X,978-1-4010-4628-6,zh,673,82144,587,2022-07-30,Phillips and Sons
6220,Enhanced fresh-thinking open architecture,James Williams,68,1-370-19054-9,978-0-18-907297-5,zh,781,66185,174,2021-12-18,"Ferrell, Bishop and Rangel"
6221,Front-line logistical approach,Joel Jones,86,1-5199-2344-9,978-1-5115-1720-1,lv,263,39797,358,2022-06-24,Smith-Perry
6222,Monitored 3rdgeneration capability,Kevin Bailey,53,1-9800-8049-6,978-1-5464-8798-2,is,554,10871,123,2022-06-22,Fitzpatrick-Morse
6223,Reverse-engineered foreground matrices,Claudia Clark MD,48,1-81381-779-0,978-1-965094-54-9,shs,946,32629,31,2021-08-15,Soto-Clark
6224,Monitored regional portal,Jennifer Yang,10,0-88554-110-3,978-1-65623-612-8,raj,698,26773,207,2021-05-13,Lyons Ltd
6225,Customer-focused mobile infrastructure,Anthony Butler,82,1-71131-402-1,978-1-137-69688-5,unm,294,23553,970,2022-09-15,Rivera-Pollard
6226,Cloned multi-state artificial intelligence,Mark Moore,59,0-9609464-3-8,978-0-292-10217-0,ja,627,12490,590,2021-05-10,Scott Group
6227,Robust analyzing data-warehouse,Kristin Rose,22,0-19-771719-5,978-0-07-273764-6,li,124,37925,380,2021-07-18,"Davis, Haynes and Thomas"
6228,Extended motivating portal,Misty Gaines,88,0-09-936929-X,978-0-626-32820-7,rw,201,45057,405,2022-10-21,Hughes and Sons
6229,Proactive upward-trending framework,Zachary Morgan,16,1-86954-496-X,978-1-266-18485-7,ks,35,35662,161,2023-01-17,Briggs LLC
6230,Focused system-worthy application,Nicholas Burton,83,1-254-86144-0,978-0-687-49868-0,iu,892,5872,277,2022-02-21,"Cabrera, Baker and Hunt"
6231,Monitored motivating superstructure,Lynn Phillips,81,0-12-918945-6,978-0-911004-18-2,sk,380,11624,92,2020-07-24,"Perez, Jennings and Curtis"
6232,Stand-alone even-keeled migration,Shawn Willis,66,1-4627-5657-3,978-0-17-929201-7,yo,847,59579,240,2021-04-04,Martin Inc
6233,Total discrete project,Kenneth Arnold,0,0-362-20362-8,978-0-400-19270-3,nr,927,49054,875,2021-03-28,Miller Ltd
6234,Adaptive composite throughput,Richard Taylor,40,0-539-58511-4,978-0-19-042552-4,quz,487,88952,116,2022-04-01,"Wilson, Thomas and Walters"
6235,User-friendly clear-thinking paradigm,John Carter,66,0-17-107870-5,978-1-61285-789-3,my,210,87708,610,2020-02-17,Ferguson-Curtis
6236,Managed reciprocal flexibility,Lisa Brown,0,0-683-84796-1,978-0-7555-4565-0,cmn,674,34848,782,2022-11-23,Savage-Bentley
6237,Adaptive fault-tolerant standardization,Michael Miller,79,1-315-24958-8,978-0-9974084-2-3,nb,31,88807,170,2020-08-09,"Perkins, Silva and Medina"
6238,Virtual intangible projection,Jared Miller,37,1-04-919860-3,978-0-259-69167-9,el,848,34658,506,2020-01-21,"Santiago, Williams and Jones"
6239,Re-contextualized exuding frame,Richard Barnes,33,1-4774-4143-3,978-0-7969-3522-9,it,12,40514,946,2021-03-26,"Cordova, Chan and Burch"
6240,User-centric attitude-oriented open system,Taylor Martin,81,1-70101-047-X,978-1-369-91030-8,lb,740,44075,995,2020-10-20,Golden LLC
6241,Re-engineered mobile policy,Peggy Smith,28,0-457-02538-7,978-1-69969-470-1,sk,226,60652,166,2021-10-23,"Le, Leblanc and Barajas"
6242,Visionary value-added leverage,Penny Herman,60,1-389-52538-4,978-1-962996-25-9,nds,742,23214,459,2020-07-31,Patton-Coleman
6243,Automated homogeneous synergy,Mark Nelson,4,0-18-365932-5,978-1-09-391654-6,ko,731,70097,575,2021-06-19,"Wolf, Davis and Henderson"
6244,Vision-oriented local function,Gloria Fox,77,0-03-905069-6,978-1-9819-4742-3,sc,619,56026,642,2022-07-04,"Perry, Rivers and Bell"
6245,Cross-group object-oriented workforce,Stephanie Carpenter,5,1-321-28895-6,978-0-7599-7828-7,ha,617,33238,820,2022-04-24,Ward-Jennings
6246,Reverse-engineered background capacity,Tammy Moyer,53,1-59187-278-2,978-0-08-112565-6,csb,903,99862,3,2021-12-03,Aguilar-Donovan
6247,Seamless upward-trending encoding,Evan Mcconnell,96,0-7361-0069-5,978-1-4495-1462-4,bhb,58,8651,960,2021-12-17,Henry and Sons
6248,Cloned dedicated middleware,Mary Torres,56,0-294-61331-5,978-1-79857-339-6,ur,223,97533,819,2020-10-10,Huynh and Sons
6249,Total bifurcated capability,Donald Walker,28,1-323-65531-X,978-1-303-05785-4,te,879,21136,464,2021-11-14,"Jones, Garza and Foley"
6250,Reduced value-added superstructure,Scott Valentine,65,0-649-42929-X,978-1-08-699019-5,is,468,16837,285,2022-04-24,Greene Ltd
6251,Sharable object-oriented encoding,Cheryl Love,13,1-871268-01-X,978-0-7648-8218-0,ha,78,97405,663,2022-08-23,Coleman Inc
6252,Reverse-engineered 4thgeneration middleware,Thomas Thompson,86,0-342-75034-8,978-0-257-09387-1,tk,585,77258,832,2020-05-07,Figueroa Inc
6253,Reduced clear-thinking hub,Jerry Rogers,69,0-578-16095-1,978-1-912884-41-4,ta,568,14213,306,2022-11-13,Brown and Sons
6254,Up-sized mobile help-desk,Emily Brady,15,1-60123-336-1,978-0-7530-1731-9,or,590,2711,380,2022-01-08,"Doyle, Osborne and Mooney"
6255,Proactive full-range attitude,Mrs. Janet Hernandez,20,1-55892-674-7,978-0-352-34655-1,be,530,44108,999,2021-04-17,Jefferson Ltd
6256,Fundamental secondary functionalities,Wesley Scott,12,0-255-57867-9,978-0-9900344-1-4,lv,925,26959,24,2021-07-28,Burch Ltd
6257,Virtual next generation structure,James Barajas,72,1-59692-094-7,978-0-18-134313-4,kn,532,77108,595,2021-02-25,"Turner, Bradford and Kirk"
6258,Ameliorated coherent help-desk,Heather Cruz,38,1-68516-254-1,978-1-926056-49-4,fo,629,99971,499,2020-02-20,Jackson Ltd
6259,Self-enabling reciprocal task-force,Emily Anderson,87,0-18-516431-5,978-1-335-84819-2,sl,127,49758,695,2021-03-30,Lynch-Dickson
6260,Pre-emptive exuding workforce,Bryan Coleman,33,0-19-692837-0,978-0-336-68281-1,as,646,72370,860,2020-12-08,Blanchard Group
6261,Synergistic fault-tolerant Internet solution,Regina Garcia,32,0-88374-078-8,978-1-9808-0257-0,mk,69,83423,879,2021-07-23,"Hunter, Henderson and Jones"
6262,Reduced eco-centric Internet solution,Margaret Campbell,78,0-8339-4679-X,978-0-85441-387-4,sid,446,25955,523,2023-01-19,"Sexton, Washington and Garcia"
6263,Ergonomic stable migration,Steven Evans,98,0-09-078336-0,978-0-359-16990-0,lij,183,1662,634,2021-10-09,"Ford, Johnston and Gaines"
6264,Integrated dynamic secured line,Jon Perry,62,1-5355-4718-9,978-1-247-09214-0,wa,598,75734,134,2020-09-19,"Wiggins, Rivas and Fisher"
6265,Up-sized bandwidth-monitored budgetary management,Jill Henry,61,1-4377-1675-X,978-1-5044-5448-3,dv,575,81905,727,2020-01-20,Baker and Sons
6266,Secured high-level definition,Alan Miller,40,1-01-082815-0,978-0-680-21373-0,kn,447,5467,529,2022-05-03,Lee and Sons
